,Date,Campaign Name,Ad Set,Ad,Spend,CPM,Impressions,Clicks,Add to Cart,Add Payment Info,Purchase
834,2024-05-02,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,41,26.94,1522,320,15,6,5
843,2024-05-03,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,41,24.87,1649,445,18,5,3
852,2024-05-04,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,33,25.38,1300,343,17,4,3
861,2024-05-05,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,39,26.37,1479,382,15,4,3
870,2024-05-06,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,48,26.47,1813,490,23,6,5
879,2024-05-07,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,45,25.36,1774,362,20,7,6
888,2024-05-08,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,32,24.88,1286,448,25,9,5
897,2024-05-09,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,44,25.7,1712,524,17,5,4
906,2024-05-10,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,48,25.19,1905,663,37,13,11
915,2024-05-11,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,48,26.53,1809,358,19,5,3
924,2024-05-12,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,42,24.91,1686,526,31,10,8
933,2024-05-13,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,37,25.61,1445,373,15,6,4
942,2024-05-14,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,40,25.38,1576,284,15,5,4
951,2024-05-15,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,36,25.31,1423,469,24,6,5
960,2024-05-16,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,50,25.62,1952,562,28,11,9
969,2024-05-17,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,37,26.31,1406,430,23,8,6
978,2024-05-18,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,188,26.11,7199,2786,145,38,24
987,2024-05-19,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,184,24.12,7627,3089,114,41,34
996,2024-05-20,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,187,24.6,7603,2600,96,27,19
1005,2024-05-21,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,44,24.63,1786,568,32,9,6
1014,2024-05-22,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,46,26.74,1720,619,37,11,10
1023,2024-05-23,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,45,25.68,1752,536,18,6,5
1032,2024-05-24,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,41,26.29,1559,374,17,5,4
1041,2024-05-25,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,38,26.43,1438,405,17,6,4
1050,2024-05-26,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,34,26.48,1284,354,19,7,6
1059,2024-05-27,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,40,25.38,1576,293,16,4,4
1068,2024-05-28,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,46,24.63,1868,628,24,8,7
1077,2024-05-29,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,37,25.3,1463,281,16,5,4
1086,2024-05-30,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,48,26.04,1843,387,12,4,2
1095,2024-05-31,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Animated,49,26.21,1870,572,32,11,10
8,2024-04-01,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,68,5.58,12185,190,6,3,2
17,2024-04-02,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,77,6.03,12767,235,8,2,2
26,2024-04-03,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,60,6.68,8978,208,10,3,2
35,2024-04-04,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,89,5.65,15744,220,10,3,2
44,2024-04-05,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,89,5.77,15435,370,20,7,5
53,2024-04-06,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,96,5.66,16973,367,22,5,5
62,2024-04-07,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,62,6.57,9431,189,11,4,3
71,2024-04-08,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,66,5.65,11690,243,13,5,4
80,2024-04-09,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,61,5.98,10200,180,7,3,2
89,2024-04-10,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,94,5.85,16076,347,13,4,4
98,2024-04-11,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,72,5.02,14337,327,17,6,4
107,2024-04-12,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,99,5.6,17670,375,13,4,2
116,2024-04-13,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,62,5.32,11656,173,9,3,2
125,2024-04-14,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,83,5.59,14857,232,8,3,2
134,2024-04-15,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,68,6.85,9921,218,8,3,2
143,2024-04-16,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,96,5.83,16456,283,16,4,3
152,2024-04-17,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,73,6.91,10567,135,7,3,2
161,2024-04-18,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,60,5.79,10363,166,8,3,2
170,2024-04-19,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,94,6.59,14273,274,15,4,2
179,2024-04-20,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,76,6.97,10897,235,8,3,2
188,2024-04-21,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,98,5.75,17036,368,12,5,3
197,2024-04-22,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,96,5.51,17438,349,17,6,5
206,2024-04-23,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,92,6.38,14416,294,15,5,4
215,2024-04-24,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,90,6.69,13453,188,10,3,2
224,2024-04-25,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,97,6.29,15424,308,9,3,3
233,2024-04-26,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,91,5.11,17796,335,11,4,3
242,2024-04-27,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,78,5.96,13095,309,13,5,4
251,2024-04-28,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,71,5.15,13787,182,8,2,2
260,2024-04-29,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,78,5.68,13732,247,8,3,2
269,2024-04-30,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,75,5.64,13309,282,16,6,4
278,2024-05-01,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,66,6.59,10021,224,13,5,5
287,2024-05-02,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,80,6.5,12314,207,12,5,4
296,2024-05-03,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,98,5.14,19079,404,18,6,5
305,2024-05-04,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,68,6.48,10491,138,8,2,2
314,2024-05-05,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,69,5.63,12266,177,7,2,1
323,2024-05-06,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,66,5.79,11408,146,5,1,1
332,2024-05-07,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,75,6.8,11028,132,7,2,2
341,2024-05-08,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,83,6.26,13260,244,7,2,2
350,2024-05-09,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,80,6.2,12899,304,18,6,4
359,2024-05-10,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,75,5.11,14673,311,11,4,3
368,2024-05-11,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,74,6.98,10603,254,15,5,4
377,2024-05-12,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,83,6.46,12843,241,9,3,3
386,2024-05-13,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,74,6,12341,257,11,3,2
395,2024-05-14,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,68,5.9,11532,171,9,3,3
404,2024-05-15,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,93,5.75,16162,356,12,3,2
413,2024-05-16,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,60,6.17,9729,226,12,4,4
422,2024-05-17,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,88,5.26,16736,261,11,3,2
431,2024-05-18,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,144,9.57,15049,337,16,4,3
440,2024-05-19,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,151,8.27,18268,285,10,4,2
449,2024-05-20,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,157,8.06,19489,273,16,6,4
458,2024-05-21,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,60,5.49,10937,162,7,2,1
467,2024-05-22,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,99,5.09,19437,303,14,5,4
476,2024-05-23,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,72,5.2,13859,322,12,4,3
485,2024-05-24,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,82,6.39,12836,272,10,4,2
494,2024-05-25,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,88,5.41,16261,325,10,4,3
503,2024-05-26,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,95,5.09,18677,418,20,7,5
512,2024-05-27,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,93,5.24,17758,305,10,3,3
521,2024-05-28,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,68,5.76,11816,165,9,3,2
530,2024-05-29,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,100,5.22,19166,360,14,4,4
539,2024-05-30,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,75,5.48,13677,317,12,4,3
548,2024-05-31,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shoes - Image,82,6.59,12435,219,7,2,1
557,2024-04-01,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,44,25.71,1711,213,13,4,4
566,2024-04-02,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,44,24.13,1823,227,9,3,2
575,2024-04-03,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,50,25.98,1924,251,9,3,2
584,2024-04-04,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,32,26.78,1195,201,9,2,2
593,2024-04-05,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,32,24.65,1298,177,8,2,2
602,2024-04-06,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,43,26.82,1603,163,9,3,2
611,2024-04-07,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,30,26.73,1122,150,7,2,1
620,2024-04-08,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,32,26.26,1219,152,5,2,1
629,2024-04-09,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,35,25.49,1373,179,9,2,2
638,2024-04-10,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,41,25.23,1625,231,12,3,3
647,2024-04-11,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,50,25,2000,191,8,2,2
656,2024-04-12,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,43,26.74,1608,271,11,4,3
665,2024-04-13,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,33,25.05,1317,218,7,2,2
674,2024-04-14,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,42,26.81,1567,159,7,3,2
683,2024-04-15,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,46,26.78,1718,159,5,2,2
692,2024-04-16,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,49,26.08,1879,185,9,3,2
701,2024-04-17,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,42,25.22,1666,217,8,3,3
710,2024-04-18,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,38,26.23,1449,176,8,2,2
719,2024-04-19,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,42,24.56,1710,218,13,5,3
728,2024-04-20,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,32,26.21,1221,209,10,3,3
737,2024-04-21,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,40,26.17,1528,253,13,3,3
746,2024-04-22,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,41,26.09,1572,201,9,3,2
755,2024-04-23,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,47,25.73,1827,254,10,3,2
764,2024-04-24,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,33,24.49,1347,195,9,3,3
773,2024-04-25,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,30,24.42,1228,142,6,2,1
782,2024-04-26,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,32,26.12,1225,210,11,4,2
791,2024-04-27,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,40,26.38,1516,207,11,3,2
800,2024-04-28,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,43,25.34,1697,187,10,3,3
809,2024-04-29,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,48,26.33,1823,169,7,3,2
818,2024-04-30,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,42,24.03,1748,172,7,3,2
827,2024-05-01,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,36,25.38,1419,243,10,3,3
836,2024-05-02,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,38,24.18,1572,237,13,4,3
845,2024-05-03,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,32,26.32,1216,120,5,2,1
854,2024-05-04,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,33,25.9,1274,137,8,3,2
863,2024-05-05,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,42,26.06,1611,215,11,4,2
872,2024-05-06,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,48,24.99,1921,212,7,2,2
881,2024-05-07,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,40,26.16,1529,133,7,2,1
890,2024-05-08,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,30,25.68,1168,163,9,2,2
899,2024-05-09,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,45,24.93,1805,283,14,6,5
908,2024-05-10,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,44,24.96,1763,164,8,3,3
917,2024-05-11,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,39,24.74,1576,242,9,2,2
926,2024-05-12,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,42,25.49,1648,215,9,3,3
935,2024-05-13,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,31,24.06,1289,194,9,3,2
944,2024-05-14,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,39,26.03,1498,169,9,2,2
953,2024-05-15,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,36,26.43,1362,174,5,1,1
962,2024-05-16,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,50,25.49,1962,284,15,6,4
971,2024-05-17,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,49,24.33,2014,234,8,3,2
980,2024-05-18,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,196,25.45,7702,1837,108,39,30
989,2024-05-19,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,191,24.88,7677,2004,78,29,21
998,2024-05-20,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,195,24.56,7941,1143,55,19,17
1007,2024-05-21,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,40,24.52,1631,161,8,2,1
1016,2024-05-22,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,34,25.47,1335,205,12,3,3
1025,2024-05-23,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,42,25.82,1627,245,13,4,3
1034,2024-05-24,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,50,24.25,2062,317,13,5,4
1043,2024-05-25,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,39,26.84,1453,206,12,3,2
1052,2024-05-26,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,36,24.9,1446,214,10,3,3
1061,2024-05-27,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,48,25.3,1897,292,11,4,4
1070,2024-05-28,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,43,26.57,1619,178,6,1,1
1079,2024-05-29,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,35,25.63,1365,230,12,3,2
1088,2024-05-30,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,37,26.14,1416,189,8,3,3
1097,2024-05-31,2024-04 - Retargeting,2024-04 - Canada - Retargeting,2024-04 - Shoes - Image,45,26.29,1712,154,5,2,2
7,2024-04-01,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,97,6.62,14646,395,21,7,5
16,2024-04-02,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,74,5.08,14577,262,9,3,2
25,2024-04-03,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,85,5.73,14837,445,14,3,3
34,2024-04-04,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,68,5.94,11450,227,9,3,2
43,2024-04-05,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,81,6.86,11802,220,7,3,2
52,2024-04-06,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,93,5.09,18259,383,13,5,3
61,2024-04-07,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,86,5.69,15105,517,19,7,6
70,2024-04-08,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,85,5.45,15596,449,17,6,4
79,2024-04-09,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,68,5.51,12341,385,12,3,2
88,2024-04-10,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,97,5.01,19357,395,16,5,4
97,2024-04-11,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,92,6.3,14608,272,9,3,2
106,2024-04-12,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,100,6.99,14304,335,13,4,3
115,2024-04-13,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,71,6.81,10424,357,15,4,3
124,2024-04-14,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,77,5.1,15112,308,18,7,4
133,2024-04-15,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,82,5.37,15279,477,18,7,6
142,2024-04-16,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,86,6.94,12400,402,14,5,3
151,2024-04-17,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,78,5.04,15491,465,22,7,4
160,2024-04-18,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,91,6.51,13980,445,24,9,7
169,2024-04-19,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,74,5.12,14458,451,22,6,4
178,2024-04-20,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,89,5.43,16401,453,20,6,4
187,2024-04-21,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,75,5.32,14097,389,14,4,3
196,2024-04-22,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,65,6.09,10671,346,20,6,5
205,2024-04-23,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,91,5.81,15653,507,17,7,5
214,2024-04-24,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,97,6.33,15318,542,22,9,6
223,2024-04-25,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,64,6.46,9913,321,10,3,2
232,2024-04-26,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,100,6.1,16399,344,12,3,3
241,2024-04-27,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,63,6.79,9278,289,9,3,2
250,2024-04-28,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,90,5.66,15904,286,17,5,3
259,2024-04-29,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,76,5.07,14992,441,14,5,3
268,2024-04-30,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,76,6.45,11788,339,13,3,2
277,2024-05-01,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,83,5.48,15141,309,13,5,3
286,2024-05-02,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,76,5.07,14993,315,15,6,4
295,2024-05-03,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,86,6.94,12394,297,16,6,5
304,2024-05-04,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,81,6.24,12973,234,11,4,2
313,2024-05-05,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,64,5.27,12149,423,22,6,5
322,2024-05-06,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,82,5.43,15113,517,20,7,6
331,2024-05-07,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,79,5.41,14605,394,22,5,4
340,2024-05-08,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,96,5.63,17062,563,25,7,6
349,2024-05-09,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,75,6.26,11982,381,17,6,5
358,2024-05-10,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,82,5.52,14867,473,28,9,7
367,2024-05-11,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,95,6.13,15507,512,25,9,8
376,2024-05-12,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,92,6.22,14788,444,26,8,6
385,2024-05-13,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,62,6.35,9757,234,9,3,2
394,2024-05-14,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,76,5.36,14177,298,15,5,4
403,2024-05-15,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,78,5.57,13998,428,24,7,5
412,2024-05-16,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,99,6.73,14705,326,11,4,3
421,2024-05-17,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,64,5.18,12362,304,14,5,4
430,2024-05-18,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,155,8.79,17637,847,30,11,9
439,2024-05-19,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,140,9.11,15362,793,34,12,8
448,2024-05-20,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,151,9.46,15963,900,38,12,8
457,2024-05-21,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,85,5.73,14824,436,16,5,4
466,2024-05-22,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,98,5.16,19010,411,21,8,5
475,2024-05-23,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,83,5.54,14977,503,23,6,4
484,2024-05-24,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,83,5.78,14367,371,14,5,3
493,2024-05-25,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,64,6.89,9283,251,12,4,3
502,2024-05-26,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,87,5.4,16110,416,25,8,7
511,2024-05-27,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,75,6.33,11844,220,9,3,3
520,2024-05-28,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,61,6.86,8896,294,16,4,3
529,2024-05-29,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,97,6.04,16061,491,19,7,5
538,2024-05-30,2024-04 - Spring Sale,2024-04 - Canada,2024-04 - Shorts - Animated,67,5.82,11505,345,17,5,4
